customer_id,cohort_month,segment,monthly_spending,months_to_churn,contract_type
7785,24,standard,133.4,6.8,annual
7786,16,churn_risk,60.57,25.0,month-to-month
7787,23,standard,178.44,14.2,month-to-month
7788,15,churn_risk,27.18,16.4,month-to-month
7789,9,standard,122.87,1.2,month-to-month
7790,20,standard,167.82,4.3,month-to-month
7791,22,churn_risk,53.47,7.7,annual
7792,8,standard,191.45,75.1,annual
7793,24,high_value,456.73,22.8,annual
7794,11,standard,147.03,14.5,month-to-month
7795,6,standard,135.3,23.3,annual
7796,17,churn_risk,56.21,3.4,multi-year
7797,6,standard,167.7,14.6,month-to-month
7798,10,churn_risk,52.86,6.2,month-to-month
7799,13,standard,201.83,2.1,month-to-month
7800,12,standard,176.89,15.5,month-to-month
7801,3,high_value,349.79,0.4,month-to-month
7802,4,churn_risk,29.14,1.6,annual
7803,2,standard,207.45,2.2,month-to-month
7804,15,standard,149.59,28.4,annual
7805,24,standard,147.92,104.6,month-to-month
7806,16,standard,114.14,10.0,month-to-month
7807,14,churn_risk,59.5,0.5,annual
7808,21,standard,134.27,4.3,month-to-month
7809,1,churn_risk,77.66,4.0,month-to-month
7810,3,high_value,585.34,14.9,annual
7811,24,high_value,410.73,10.0,annual
7812,22,standard,145.93,22.7,annual
7813,14,churn_risk,33.14,12.5,annual
7814,3,standard,148.53,62.2,month-to-month
7815,5,standard,167.11,10.9,month-to-month
7816,18,standard,136.7,60.5,month-to-month
7817,6,standard,138.13,1.3,month-to-month
7818,15,standard,214.77,128.4,month-to-month
7819,19,churn_risk,40.1,13.9,month-to-month
7820,10,standard,95.48,15.2,annual
7821,12,standard,100.09,27.6,annual
7822,23,standard,126.16,37.5,month-to-month
7823,24,standard,99.22,10.4,annual
7824,11,standard,102.89,21.7,annual
7825,5,churn_risk,36.01,45.7,month-to-month
7826,1,standard,139.68,34.0,month-to-month
7827,5,churn_risk,50.55,1.5,month-to-month
7828,13,high_value,494.61,70.3,month-to-month
7829,24,churn_risk,38.6,3.1,month-to-month
7830,13,high_value,368.39,45.2,annual
7831,24,churn_risk,51.33,2.2,annual
7832,18,standard,158.11,20.8,annual
7833,2,high_value,538.12,0.3,month-to-month
7834,9,standard,138.71,29.1,multi-year
7835,14,standard,159.86,12.9,month-to-month
7836,2,standard,171.96,19.8,month-to-month
7837,1,standard,154.76,7.4,month-to-month
7838,9,churn_risk,41.61,25.5,month-to-month
7839,22,churn_risk,44.97,0.3,annual
7840,15,standard,159.78,4.4,month-to-month
7841,13,churn_risk,43.34,30.0,month-to-month
7842,14,standard,141.82,80.4,annual
7843,14,high_value,560.94,14.3,month-to-month
7844,21,standard,136.64,49.9,annual
7845,8,high_value,500.76,10.8,multi-year
7846,7,standard,97.73,82.2,month-to-month
7847,7,standard,173.63,1.7,month-to-month
7848,14,standard,153.48,99.7,month-to-month
7849,7,standard,157.55,14.0,annual
7850,24,churn_risk,27.39,7.5,multi-year
7851,17,standard,113.15,95.1,annual
7852,8,churn_risk,44.38,25.2,annual
7853,7,standard,127.5,7.9,month-to-month
7854,11,standard,140.45,0.7,annual
7855,21,standard,120.55,21.3,annual
7856,24,churn_risk,29.36,4.8,month-to-month
7857,13,high_value,490.55,9.5,annual
7858,4,standard,154.33,53.4,annual
7859,2,churn_risk,30.5,9.1,multi-year
7860,14,churn_risk,59.83,2.2,annual
7861,15,standard,152.37,23.2,annual
7862,9,high_value,451.56,11.8,multi-year
7863,22,high_value,583.13,10.7,month-to-month
7864,2,standard,150.61,4.7,annual
7865,8,churn_risk,50.27,6.0,multi-year
7866,19,standard,173.13,6.7,annual
7867,6,high_value,399.23,70.9,multi-year
7868,5,high_value,465.81,17.6,month-to-month
7869,18,standard,154.99,4.6,month-to-month
7870,22,standard,188.3,47.0,month-to-month
7871,5,high_value,444.46,23.9,month-to-month
7872,11,high_value,442.4,2.0,annual
7873,24,standard,155.96,22.3,month-to-month
7874,4,high_value,580.77,48.1,month-to-month
7875,4,standard,131.87,0.7,annual
7876,6,high_value,486.34,48.2,annual
7877,12,standard,148.04,11.5,month-to-month
7878,20,churn_risk,49.2,13.8,month-to-month
7879,11,churn_risk,44.57,15.5,annual
7880,9,churn_risk,73.45,4.0,month-to-month
7881,21,standard,90.81,31.2,annual
7882,7,high_value,451.09,12.8,annual
7883,9,standard,157.89,13.6,annual
7884,6,churn_risk,44.28,9.2,month-to-month
7885,3,high_value,518.52,69.8,annual
7886,14,standard,128.18,30.8,month-to-month
7887,24,standard,151.71,23.5,multi-year
7888,7,standard,131.54,9.7,month-to-month
7889,2,churn_risk,42.31,1.0,month-to-month
7890,23,standard,120.57,5.7,annual
7891,3,standard,199.58,32.4,month-to-month
7892,2,churn_risk,41.93,87.0,month-to-month
7893,18,high_value,512.41,2.7,month-to-month
7894,4,high_value,559.43,50.5,annual
7895,24,standard,131.11,33.8,month-to-month
7896,11,standard,126.93,118.9,month-to-month
7897,17,standard,168.42,9.2,month-to-month
7898,5,high_value,526.46,73.5,annual
7899,6,churn_risk,57.12,4.7,annual
7900,19,standard,139.67,104.6,month-to-month
7901,13,standard,129.4,11.2,month-to-month
7902,22,standard,169.31,25.1,annual
7903,23,churn_risk,43.73,15.9,month-to-month
7904,15,standard,147.23,0.5,multi-year
7905,19,churn_risk,46.9,1.3,month-to-month
7906,21,high_value,489.42,62.4,month-to-month
7907,14,standard,173.5,81.1,month-to-month
7908,20,churn_risk,58.3,0.5,annual
7909,1,standard,189.62,1.9,month-to-month
7910,4,standard,139.04,4.6,month-to-month
7911,12,churn_risk,49.51,0.5,month-to-month
7912,2,high_value,494.07,62.8,month-to-month
7913,12,standard,166.67,26.3,month-to-month
7914,16,churn_risk,61.59,10.1,month-to-month
7915,9,churn_risk,54.4,2.7,annual
7916,24,churn_risk,35.93,3.2,month-to-month
7917,21,churn_risk,32.17,3.3,month-to-month
7918,20,high_value,395.8,125.8,multi-year
7919,18,churn_risk,63.12,19.7,annual
7920,15,standard,191.36,26.8,multi-year
7921,16,standard,201.29,47.6,month-to-month
7922,3,standard,133.85,17.2,month-to-month
7923,23,churn_risk,53.91,0.2,month-to-month
7924,19,standard,178.21,19.3,multi-year
7925,7,churn_risk,50.86,1.8,multi-year
7926,17,high_value,523.13,31.5,annual
7927,10,high_value,435.34,19.6,month-to-month
7928,23,standard,100.31,138.9,annual
7929,13,high_value,510.91,13.7,multi-year
7930,18,standard,155.57,16.5,annual
7931,5,standard,115.65,27.3,annual
7932,3,standard,139.04,60.3,annual
7933,22,high_value,613.83,2.7,month-to-month
7934,15,high_value,500.82,23.4,annual
7935,16,standard,218.74,59.9,month-to-month
7936,10,standard,174.16,18.7,multi-year
7937,16,standard,116.13,22.8,month-to-month
7938,11,standard,122.26,11.9,annual
7939,16,standard,181.59,14.5,month-to-month
7940,16,standard,180.43,80.9,month-to-month
7941,6,high_value,471.68,0.5,annual
7942,22,standard,105.45,22.9,annual
7943,23,standard,182.29,43.9,multi-year
7944,19,standard,155.43,1.6,annual
7945,1,standard,174.01,4.7,month-to-month
7946,1,standard,140.2,7.5,month-to-month
7947,20,churn_risk,47.72,4.4,month-to-month
7948,4,standard,139.1,15.6,month-to-month
7949,24,standard,153.85,2.7,month-to-month
7950,9,churn_risk,43.54,29.1,month-to-month
7951,5,standard,129.01,3.0,multi-year
7952,17,standard,125.35,20.8,month-to-month
7953,17,churn_risk,36.28,3.1,annual
7954,16,high_value,470.86,41.8,annual
7955,19,churn_risk,35.97,1.8,annual
7956,13,standard,164.69,24.4,annual
7957,8,standard,167.38,38.6,multi-year
7958,11,standard,125.87,73.8,annual
7959,16,high_value,520.06,35.3,month-to-month
7960,19,churn_risk,32.02,1.7,month-to-month
7961,11,high_value,506.95,53.8,annual
7962,3,standard,133.99,24.2,month-to-month
7963,10,standard,160.33,34.7,annual
7964,15,churn_risk,29.49,1.9,month-to-month
7965,19,high_value,541.77,13.5,annual
7966,20,churn_risk,34.44,53.6,month-to-month
7967,19,standard,157.85,70.6,month-to-month
7968,7,churn_risk,39.55,2.9,multi-year
7969,1,high_value,454.92,65.0,month-to-month
7970,5,high_value,482.51,18.0,month-to-month
7971,3,standard,155.46,10.0,annual
7972,17,high_value,554.63,138.2,month-to-month
7973,7,standard,126.93,27.9,month-to-month
7974,5,high_value,561.05,45.3,annual
7975,13,churn_risk,62.98,3.7,month-to-month
7976,12,churn_risk,29.18,0.5,month-to-month
7977,17,churn_risk,44.98,27.4,annual
7978,23,churn_risk,64.68,28.1,month-to-month
7979,3,churn_risk,57.0,1.7,month-to-month
7980,2,standard,225.02,18.5,annual
7981,20,standard,136.88,3.4,multi-year
7982,22,churn_risk,43.79,18.8,month-to-month
7983,9,churn_risk,36.58,73.7,month-to-month
7984,5,churn_risk,25.58,0.3,multi-year
7985,8,churn_risk,45.33,22.3,annual
7986,12,standard,161.54,5.6,multi-year
7987,1,churn_risk,52.03,0.6,month-to-month
7988,4,churn_risk,36.8,2.7,multi-year
7989,1,standard,120.48,7.5,annual
7990,18,churn_risk,58.07,4.8,month-to-month
7991,11,standard,147.25,5.7,annual
7992,24,churn_risk,42.46,42.2,month-to-month
7993,11,high_value,561.71,2.0,month-to-month
7994,8,churn_risk,47.23,17.5,annual
7995,8,high_value,545.96,2.7,month-to-month
7996,23,standard,125.36,85.1,multi-year
7997,5,high_value,548.65,13.9,multi-year
7998,18,standard,135.91,5.3,multi-year
7999,22,standard,155.99,33.6,month-to-month
8000,24,churn_risk,43.81,11.8,annual
8001,3,standard,187.64,3.2,multi-year
8002,17,churn_risk,57.86,4.6,month-to-month
8003,20,standard,133.4,63.0,annual
8004,17,high_value,510.78,7.7,month-to-month
8005,21,churn_risk,58.36,1.7,annual
8006,23,churn_risk,50.0,11.5,annual
8007,22,standard,154.61,64.6,multi-year
8008,18,churn_risk,40.58,0.6,month-to-month
8009,5,churn_risk,43.37,17.0,annual
8010,21,standard,161.15,89.8,month-to-month
8011,17,churn_risk,74.41,9.9,annual
8012,7,churn_risk,65.74,3.9,multi-year
8013,16,standard,168.8,35.4,annual
8014,5,standard,105.2,19.8,multi-year
8015,21,high_value,408.74,12.2,annual
8016,16,standard,173.38,61.5,annual
8017,16,churn_risk,44.39,2.3,multi-year
8018,7,churn_risk,32.51,89.8,month-to-month
8019,4,standard,161.49,53.3,annual
8020,11,standard,155.42,19.6,annual
8021,9,high_value,413.75,14.0,annual
8022,21,standard,221.78,20.9,month-to-month
8023,24,churn_risk,55.26,0.2,month-to-month
8024,16,standard,130.59,31.0,month-to-month
8025,20,standard,157.94,3.6,multi-year
8026,23,standard,211.49,4.4,month-to-month
8027,18,standard,183.49,7.0,annual
8028,9,churn_risk,38.68,19.2,month-to-month
8029,6,churn_risk,62.14,0.8,annual
8030,7,standard,138.92,2.4,month-to-month
8031,8,standard,155.0,43.7,annual
8032,6,standard,155.88,38.6,annual
8033,17,standard,142.49,6.2,annual
8034,24,standard,116.8,6.8,month-to-month
8035,7,high_value,499.47,68.6,annual
8036,11,churn_risk,36.69,2.5,annual
8037,23,standard,139.34,69.5,month-to-month
8038,23,standard,163.67,32.0,month-to-month
8039,1,high_value,502.51,3.8,annual
8040,9,churn_risk,38.8,6.3,multi-year
8041,9,high_value,441.08,35.9,annual
8042,7,standard,138.79,2.2,multi-year
8043,23,churn_risk,31.63,32.5,month-to-month
8044,19,standard,147.23,11.2,month-to-month
8045,2,churn_risk,69.07,1.9,annual
8046,15,standard,188.09,27.2,month-to-month
8047,14,churn_risk,34.08,2.3,annual
8048,13,churn_risk,54.07,24.9,annual
8049,18,standard,147.4,38.8,month-to-month
8050,11,standard,149.08,19.2,month-to-month
8051,18,standard,152.49,7.1,month-to-month
8052,12,churn_risk,41.81,43.0,month-to-month
8053,23,churn_risk,38.95,28.5,month-to-month
8054,21,churn_risk,38.38,3.0,month-to-month
8055,2,churn_risk,61.78,1.3,month-to-month
8056,4,standard,136.56,5.0,month-to-month
8057,10,standard,174.43,23.2,annual
8058,2,standard,120.54,73.4,annual
8059,2,churn_risk,86.22,1.8,month-to-month
8060,1,churn_risk,59.89,12.4,annual
8061,22,standard,136.44,19.9,annual
8062,12,standard,155.15,29.9,annual
8063,19,standard,140.27,1.6,multi-year
8064,20,churn_risk,27.11,6.5,annual
8065,4,churn_risk,54.14,16.1,annual
8066,17,high_value,444.74,57.6,multi-year
8067,15,high_value,488.99,4.9,annual
8068,24,standard,197.45,23.2,month-to-month
8069,21,high_value,665.87,3.8,annual
8070,15,churn_risk,41.89,1.9,month-to-month
8071,17,standard,149.35,15.2,annual
8072,13,standard,148.61,2.2,annual
8073,15,standard,125.81,9.6,annual
8074,14,standard,140.78,23.5,month-to-month
8075,22,churn_risk,42.55,25.9,annual
8076,22,standard,172.98,81.3,annual
8077,6,high_value,430.48,48.3,month-to-month
8078,1,standard,131.72,5.0,multi-year
8079,7,churn_risk,34.23,44.2,month-to-month
8080,12,churn_risk,46.24,13.6,annual
8081,6,standard,109.25,17.3,month-to-month
8082,10,standard,144.92,10.9,annual
8083,11,high_value,468.39,22.9,multi-year
8084,23,standard,150.59,10.4,annual
8085,11,high_value,559.29,36.4,month-to-month
8086,5,churn_risk,43.93,8.0,multi-year
8087,10,churn_risk,50.04,18.0,month-to-month
8088,1,high_value,544.15,47.2,annual
8089,1,standard,138.02,28.4,month-to-month
8090,16,high_value,516.26,7.3,annual
8091,7,standard,188.64,123.8,annual
8092,16,high_value,384.76,23.9,annual
8093,1,standard,218.62,21.8,month-to-month
8094,8,churn_risk,41.39,0.8,month-to-month
8095,14,high_value,478.85,84.3,month-to-month
8096,13,churn_risk,55.63,1.3,multi-year
8097,15,high_value,634.46,18.9,multi-year
8098,15,standard,154.97,39.6,annual
8099,8,standard,140.53,7.9,annual
8100,9,churn_risk,44.77,1.2,month-to-month
8101,10,high_value,442.78,79.2,multi-year
8102,11,high_value,440.53,26.9,month-to-month
8103,19,churn_risk,45.01,0.3,month-to-month
8104,4,churn_risk,43.71,59.7,month-to-month
8105,14,standard,163.68,8.4,month-to-month
8106,19,high_value,609.47,12.1,annual
8107,9,standard,188.9,1.8,month-to-month
8108,10,churn_risk,54.09,4.2,month-to-month
8109,17,standard,133.46,11.7,annual
8110,16,standard,171.25,140.5,annual
8111,14,standard,144.9,53.5,month-to-month
8112,11,standard,181.33,31.6,month-to-month
8113,2,churn_risk,39.6,14.3,annual
8114,4,churn_risk,50.08,38.3,annual
8115,12,high_value,488.85,166.8,month-to-month
8116,17,churn_risk,45.36,9.7,annual
8117,5,standard,125.82,4.2,month-to-month
8118,11,standard,193.49,18.4,month-to-month
8119,6,standard,155.89,40.5,annual
8120,5,churn_risk,62.05,4.9,multi-year
8121,22,standard,163.59,19.1,annual
8122,23,standard,122.36,11.5,month-to-month
8123,24,churn_risk,40.25,6.5,multi-year
8124,22,high_value,388.41,44.3,month-to-month
8125,10,churn_risk,55.94,12.8,multi-year
8126,18,standard,121.75,40.1,annual
8127,7,standard,158.71,49.9,annual
8128,14,standard,164.52,19.8,month-to-month
8129,7,standard,142.68,4.5,month-to-month
8130,16,standard,167.67,49.0,month-to-month
8131,11,standard,122.21,14.5,month-to-month
8132,9,churn_risk,47.73,8.5,month-to-month
8133,3,churn_risk,60.73,0.9,month-to-month
8134,7,churn_risk,44.97,25.3,annual
8135,11,standard,115.38,32.7,multi-year
8136,15,standard,152.66,42.9,month-to-month
8137,21,standard,121.43,9.2,annual
8138,18,high_value,423.31,152.4,month-to-month
8139,14,churn_risk,39.25,10.5,annual
8140,12,standard,109.73,18.7,annual
8141,12,standard,127.53,3.1,annual
8142,22,standard,163.46,21.2,month-to-month
8143,21,standard,155.3,14.4,month-to-month
8144,10,standard,189.37,63.5,month-to-month
8145,14,standard,157.18,100.7,multi-year
8146,10,standard,123.03,7.2,month-to-month
8147,14,standard,165.45,22.2,annual
8148,11,standard,132.82,47.2,month-to-month
8149,21,churn_risk,39.16,9.1,month-to-month
8150,17,high_value,456.47,54.0,month-to-month
8151,5,standard,142.19,16.9,month-to-month
8152,1,standard,133.25,81.4,month-to-month
8153,24,standard,120.09,41.1,month-to-month
8154,9,churn_risk,46.53,4.3,month-to-month
8155,4,standard,242.1,13.8,month-to-month
8156,18,churn_risk,44.0,8.4,annual
8157,12,churn_risk,39.88,2.1,month-to-month
8158,14,standard,129.25,18.5,month-to-month
8159,16,standard,107.28,6.5,month-to-month
8160,8,standard,169.06,0.6,annual
8161,14,standard,102.5,11.1,month-to-month
8162,16,standard,145.1,42.5,annual
8163,15,standard,173.79,12.6,month-to-month
8164,22,standard,117.41,18.2,month-to-month
8165,10,standard,149.39,4.9,month-to-month
8166,13,standard,141.16,1.6,month-to-month
8167,19,standard,128.87,43.3,month-to-month
8168,18,churn_risk,46.8,8.9,month-to-month
8169,24,standard,189.48,12.0,multi-year
8170,5,standard,140.94,11.6,annual
8171,23,churn_risk,22.34,40.7,multi-year
8172,12,standard,168.41,5.3,multi-year
8173,6,standard,176.6,0.8,month-to-month
8174,7,standard,143.97,19.4,annual
8175,9,high_value,512.73,2.1,month-to-month
8176,24,churn_risk,42.02,1.6,annual
8177,3,standard,123.47,55.2,annual
8178,6,standard,177.41,22.4,annual
8179,18,standard,145.16,38.2,annual
8180,23,standard,147.96,43.9,month-to-month
8181,2,standard,139.36,7.8,multi-year
8182,10,churn_risk,44.37,1.2,month-to-month
8183,10,standard,176.17,22.2,month-to-month
8184,12,high_value,481.34,16.5,month-to-month
8185,19,standard,98.0,14.5,annual
8186,13,churn_risk,28.51,14.6,month-to-month
8187,4,standard,120.86,53.7,multi-year
8188,6,standard,148.3,60.0,annual
8189,18,standard,123.98,38.7,annual
8190,6,churn_risk,33.54,1.5,month-to-month
8191,12,standard,139.26,69.7,month-to-month
8192,10,churn_risk,34.09,24.4,annual
8193,11,high_value,437.93,16.4,month-to-month
8194,18,churn_risk,43.38,3.9,month-to-month
8195,6,churn_risk,41.23,3.9,annual
8196,17,standard,180.71,12.3,annual
8197,19,standard,180.27,20.4,multi-year
8198,24,standard,142.98,11.5,annual
8199,11,standard,157.16,43.6,month-to-month
8200,3,standard,156.6,0.7,multi-year
8201,17,high_value,482.28,32.1,multi-year
8202,19,churn_risk,41.38,26.4,month-to-month
8203,1,standard,124.06,4.2,month-to-month
8204,5,standard,87.69,30.4,month-to-month
8205,9,standard,164.24,7.5,annual
8206,13,standard,126.28,4.0,month-to-month
8207,13,standard,137.81,76.8,month-to-month
8208,5,standard,108.02,25.4,month-to-month
8209,5,standard,169.38,0.1,annual
8210,23,churn_risk,28.62,1.1,month-to-month
8211,18,standard,176.34,48.6,annual
8212,13,churn_risk,57.29,4.0,annual
8213,8,standard,158.21,28.5,annual
8214,12,standard,149.55,2.6,month-to-month
8215,24,standard,136.52,31.9,month-to-month
8216,8,high_value,442.74,45.5,month-to-month
8217,8,churn_risk,61.31,8.4,month-to-month
8218,11,standard,170.19,10.7,month-to-month
8219,5,standard,198.26,21.3,month-to-month
8220,3,churn_risk,30.53,26.9,month-to-month
8221,22,standard,129.25,28.8,annual
8222,17,churn_risk,40.66,13.4,month-to-month
8223,9,standard,143.6,7.0,multi-year
8224,14,churn_risk,41.14,0.5,month-to-month
8225,12,standard,122.78,35.4,month-to-month
8226,3,high_value,640.51,50.0,annual
8227,19,standard,149.7,8.5,multi-year
8228,3,high_value,420.3,26.2,month-to-month
8229,14,churn_risk,48.72,0.3,annual
8230,8,standard,139.0,26.5,annual
8231,11,standard,145.44,32.6,month-to-month
8232,12,standard,170.61,4.4,annual
8233,11,churn_risk,39.13,4.8,month-to-month
8234,6,standard,179.46,14.1,month-to-month
8235,2,churn_risk,55.8,14.4,month-to-month
8236,4,high_value,464.14,77.8,month-to-month
8237,18,churn_risk,32.93,14.2,annual
8238,3,standard,119.52,0.5,month-to-month
8239,13,standard,156.3,26.0,month-to-month
8240,8,standard,189.61,7.6,month-to-month
8241,17,high_value,455.19,20.2,annual
8242,16,churn_risk,52.12,0.1,annual
8243,5,churn_risk,48.33,8.4,annual
8244,17,standard,162.38,49.1,multi-year
8245,16,churn_risk,31.45,17.6,multi-year
8246,7,high_value,456.19,10.9,month-to-month
8247,21,high_value,426.33,127.7,month-to-month
8248,11,high_value,602.01,28.5,annual
8249,1,standard,124.52,38.1,month-to-month
8250,16,high_value,674.56,27.8,month-to-month
8251,11,standard,177.92,4.7,multi-year
8252,9,high_value,521.5,2.2,month-to-month
8253,11,churn_risk,40.19,1.2,month-to-month
8254,24,churn_risk,32.33,9.7,annual
8255,10,standard,164.44,59.5,annual
8256,17,standard,161.46,15.8,multi-year
8257,21,churn_risk,70.38,0.4,multi-year
8258,14,standard,142.86,2.7,month-to-month
8259,22,churn_risk,42.14,2.8,annual
8260,12,standard,159.66,1.6,month-to-month
8261,6,standard,238.83,28.4,multi-year
8262,12,high_value,515.0,57.9,month-to-month
8263,3,churn_risk,38.83,2.6,month-to-month
8264,8,churn_risk,27.38,16.6,multi-year
8265,5,standard,104.97,24.7,annual
8266,2,churn_risk,47.6,6.2,month-to-month
8267,4,churn_risk,39.99,14.2,month-to-month
8268,21,high_value,397.43,31.8,month-to-month
8269,21,churn_risk,51.95,3.1,annual
8270,22,standard,137.55,3.6,annual
8271,1,standard,139.9,10.9,month-to-month
8272,24,high_value,599.68,19.1,annual
8273,9,churn_risk,64.18,41.7,month-to-month
8274,10,churn_risk,53.86,12.2,multi-year
8275,5,standard,93.36,2.6,annual
8276,23,standard,212.92,4.6,multi-year
8277,24,standard,122.77,51.2,month-to-month
8278,17,churn_risk,33.62,3.1,multi-year
8279,2,churn_risk,38.95,17.3,multi-year
8280,11,standard,121.46,47.3,annual
8281,7,standard,112.19,58.2,multi-year
8282,23,standard,137.28,34.1,annual
8283,16,standard,161.33,9.7,multi-year
8284,24,standard,147.63,6.6,annual
8285,21,high_value,442.69,167.8,multi-year
8286,13,high_value,391.63,36.8,month-to-month
8287,7,standard,125.79,4.8,month-to-month
8288,19,churn_risk,30.71,1.5,annual
8289,17,standard,159.71,51.7,annual
8290,19,standard,147.96,3.7,month-to-month
8291,23,churn_risk,36.55,2.2,month-to-month
8292,15,churn_risk,56.6,0.4,month-to-month
8293,17,standard,185.15,18.9,multi-year
8294,11,high_value,534.72,23.1,annual
8295,12,standard,131.93,10.1,month-to-month
8296,4,standard,129.79,2.4,month-to-month
8297,5,standard,172.16,43.7,multi-year
8298,24,standard,121.99,25.8,month-to-month
8299,5,high_value,574.05,64.4,annual
8300,2,standard,111.59,61.0,multi-year
8301,20,churn_risk,37.24,5.6,multi-year
8302,4,standard,147.11,23.8,month-to-month
8303,12,standard,162.29,62.4,annual
8304,9,standard,110.18,13.9,multi-year
8305,10,churn_risk,52.1,42.6,month-to-month
8306,10,high_value,598.74,91.0,annual
8307,1,standard,175.7,6.7,annual
8308,7,standard,108.28,9.9,month-to-month
8309,16,standard,133.16,7.7,month-to-month
8310,2,churn_risk,38.35,3.0,month-to-month
8311,7,churn_risk,53.57,7.4,month-to-month
8312,22,standard,147.83,71.9,month-to-month
8313,16,high_value,464.94,7.3,month-to-month
8314,13,standard,188.64,23.7,annual
8315,14,standard,190.92,22.7,multi-year
8316,24,standard,152.8,39.3,multi-year
8317,2,churn_risk,33.43,15.6,multi-year
8318,22,churn_risk,31.84,5.9,annual
8319,12,standard,137.0,4.1,month-to-month
8320,12,standard,138.49,9.0,month-to-month
8321,6,high_value,457.61,141.3,annual
8322,10,standard,208.44,3.3,multi-year
8323,14,high_value,509.1,130.9,month-to-month
8324,7,churn_risk,70.2,5.5,annual
8325,9,churn_risk,34.22,3.9,multi-year
8326,24,standard,182.19,10.9,annual
8327,20,standard,158.44,1.3,annual
8328,15,standard,153.67,84.8,multi-year
8329,8,churn_risk,56.99,4.8,annual
8330,21,standard,151.09,23.8,month-to-month
8331,21,high_value,481.35,90.6,multi-year
8332,24,standard,104.12,39.2,annual
8333,17,high_value,536.26,8.0,month-to-month
8334,6,standard,87.53,141.4,multi-year
8335,10,standard,142.03,7.9,month-to-month
8336,23,standard,119.4,7.8,multi-year
8337,3,churn_risk,49.8,0.2,annual
8338,20,high_value,509.87,29.4,month-to-month
8339,13,standard,154.01,17.0,multi-year
8340,11,churn_risk,36.2,10.0,month-to-month
8341,4,high_value,379.24,27.4,multi-year
8342,23,standard,151.9,20.4,annual
8343,6,standard,111.15,11.3,annual
8344,15,standard,154.58,8.9,multi-year
8345,14,churn_risk,36.32,8.1,month-to-month
8346,10,standard,156.19,1.6,annual
8347,4,standard,155.39,20.4,annual
8348,4,high_value,437.9,15.2,month-to-month
8349,16,high_value,601.8,12.9,month-to-month
8350,18,high_value,536.73,5.8,annual
8351,6,churn_risk,40.57,18.6,month-to-month
8352,19,churn_risk,57.32,1.7,month-to-month
8353,17,churn_risk,38.74,0.1,annual
8354,5,high_value,572.0,24.0,month-to-month
8355,10,standard,132.18,58.8,month-to-month
8356,9,churn_risk,52.01,1.3,month-to-month
8357,14,standard,160.86,4.6,month-to-month
8358,2,high_value,438.9,22.0,annual
8359,23,churn_risk,48.19,7.4,month-to-month
8360,14,high_value,534.48,20.0,multi-year
8361,17,high_value,329.76,210.0,month-to-month
8362,15,churn_risk,48.59,0.9,month-to-month
8363,10,standard,162.79,43.2,annual
8364,21,standard,160.59,27.6,month-to-month
8365,8,standard,140.8,0.6,annual
8366,1,churn_risk,70.9,2.5,month-to-month
8367,14,high_value,555.26,23.9,multi-year
8368,3,churn_risk,50.89,8.1,month-to-month
8369,20,standard,193.66,26.2,month-to-month
8370,1,high_value,507.05,49.2,annual
8371,6,standard,185.4,103.5,month-to-month
8372,23,standard,149.61,49.1,multi-year
8373,7,standard,130.09,6.0,multi-year
8374,13,standard,127.41,23.7,annual
8375,21,standard,163.44,13.3,month-to-month
8376,6,standard,116.31,1.0,annual
8377,8,churn_risk,48.41,1.6,month-to-month
8378,1,churn_risk,27.4,1.5,month-to-month
8379,20,standard,165.62,16.8,month-to-month
8380,3,standard,113.44,37.3,month-to-month
8381,24,standard,145.12,44.7,month-to-month
8382,18,standard,163.22,9.8,annual
8383,8,high_value,425.71,38.6,annual
8384,12,standard,128.38,5.6,month-to-month
8385,13,high_value,500.35,17.6,month-to-month
8386,18,standard,175.06,5.5,annual
8387,9,churn_risk,61.28,0.6,annual
8388,7,standard,137.83,78.0,month-to-month
8389,4,standard,147.55,34.4,annual
8390,11,standard,100.78,60.6,multi-year
8391,12,standard,112.89,6.4,month-to-month
8392,15,standard,102.11,14.2,annual
8393,21,standard,168.75,2.1,multi-year
8394,6,churn_risk,53.92,3.1,multi-year
8395,6,high_value,547.39,88.6,month-to-month
8396,7,standard,136.67,1.0,month-to-month
8397,4,standard,178.4,39.4,annual
8398,4,churn_risk,47.92,2.9,month-to-month
8399,20,churn_risk,40.5,15.4,month-to-month
8400,18,churn_risk,27.77,12.0,month-to-month
8401,20,standard,95.33,0.3,annual
8402,14,high_value,577.89,2.3,month-to-month
8403,20,standard,159.5,5.3,month-to-month
8404,11,churn_risk,50.57,1.7,annual
8405,22,churn_risk,44.16,7.1,month-to-month
8406,14,churn_risk,69.33,2.5,month-to-month
8407,1,high_value,401.69,31.2,multi-year
8408,5,churn_risk,52.09,2.0,annual
8409,13,churn_risk,45.65,8.9,month-to-month
8410,20,standard,100.67,3.0,month-to-month
8411,4,standard,125.75,13.7,annual
8412,19,standard,144.65,26.3,annual
8413,22,standard,135.9,79.7,multi-year
8414,5,standard,155.4,5.1,month-to-month
8415,14,high_value,505.63,44.3,annual
8416,22,churn_risk,75.37,1.2,month-to-month
8417,8,churn_risk,44.11,4.6,multi-year
8418,10,churn_risk,67.6,32.9,month-to-month
8419,11,standard,132.02,20.8,month-to-month
8420,12,high_value,412.78,82.6,annual
8421,8,standard,141.7,7.4,annual
8422,13,churn_risk,26.19,6.5,annual
